date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:26	5840/5840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Dec%202020%2019:27:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/fonts/lightcase.eot?55356177	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/fonts/lightcaseeead.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/lightcase.css)
16:28:26	3160/3160	---M--	200	added ('OK')	font/woff	date:Wed,%2016%20Dec%202020%2019:27:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/fonts/lightcase.woff?55356177	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/fonts/lightcaseeead.woff	(from https://fluxthemeitem.fluxtheme.com/assets/css/lightcase.css)
16:28:27	180500/180500	---M--	200	added ('OK')	font/ttf	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.ttf	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.ttf	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:27	5668/5668	---M--	200	added ('OK')	font/ttf	date:Wed,%2016%20Dec%202020%2019:27:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/fonts/lightcase.ttf?55356177	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/fonts/lightcaseeead.ttf	(from https://fluxthemeitem.fluxtheme.com/assets/css/lightcase.css)
16:28:27	2782/2782	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Dec%202020%2019:27:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/fonts/lightcase.svg?55356177	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/fonts/lightcaseeead.svg	(from https://fluxthemeitem.fluxtheme.com/assets/css/lightcase.css)
16:28:28	680510/680510	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.svg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.svg	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:28	14624/14624	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2022:15:54%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/page-header.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/page-header.jpg	(from https://fluxthemeitem.fluxtheme.com/assets/css/style.css)
16:28:28	11391/11391	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Dec%202020%2020:40:00%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/newsletter/bg.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/newsletter/bg.png	(from https://fluxthemeitem.fluxtheme.com/assets/css/style.css)
16:28:30	4721/4721	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2016:50:30%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/review/01.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/review/01.jpg	(from https://fluxthemeitem.fluxtheme.com/product-detail.html)
16:28:31	4356/4356	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Nov%202020%2023:57:26%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/Thumbnail_html_80x80.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/Thumbnail_html_80x80.png	(from https://fluxthemeitem.fluxtheme.com/product-detail.html)
16:28:32	49367/49367	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/01.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/01.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:34	80629/80629	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/02.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/02.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:34	79907/79907	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/09.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/09.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:35	100039/100039	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/04.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/04.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:35	55800/55800	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/05.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/05.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:36	50368/50368	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/06.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/06.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:36	56411/56411	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/07.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/07.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:36	80037/80037	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/08.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/08.png	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:36	85735/85735	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2030%20Nov%202020%2016:21:10%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/price-range.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/price-range.js	(from https://fluxthemeitem.fluxtheme.com/product-leftsidebar.html)
16:28:37	8035/8035	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2017:35:16%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/banner/mockup.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/banner/mockup.png	(from https://fluxthemeitem.fluxtheme.com/index2.html)
16:28:37	933508/933508	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/banner/slider/04.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/banner/slider/04.png	(from https://fluxthemeitem.fluxtheme.com/product-detail.html)
16:28:37	933508/933508	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets//images/blog/01.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/01.png	(from https://fluxthemeitem.fluxtheme.com/product-detail.html)
16:28:38	4342/4342	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Dec%202020%2019:58:00%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/cart/01.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/cart/01.png	(from https://fluxthemeitem.fluxtheme.com/cart.html)
16:28:38	44755/44755	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Dec%202020%2022:41:44%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/about/01.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/about/01.jpg	(from https://fluxthemeitem.fluxtheme.com/about.html)
16:28:41	235404/235404	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/blog/03.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/03.png	(from https://fluxthemeitem.fluxtheme.com/blog.html)
16:28:41	295257/295257	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/blog/02.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/02.png	(from https://fluxthemeitem.fluxtheme.com/blog.html)
16:28:43	3473/3473	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Dec%202020%2020:31:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/blog/small/03.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/small/03.jpg	(from https://fluxthemeitem.fluxtheme.com/blog.html)
16:28:47	1188/1188	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Dec%202020%2019:25:46%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/comment/01.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/comment/01.jpg	(from https://fluxthemeitem.fluxtheme.com/single.html)
16:28:48	235404/235404	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/single/03.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/single/03.png	(from https://fluxthemeitem.fluxtheme.com/single.html)
16:28:49	933508/933508	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/single/01.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/single/01.png	(from https://fluxthemeitem.fluxtheme.com/single.html)
16:28:49	995391/995391	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2018:06:02%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/blog/04.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/04.png	(from https://fluxthemeitem.fluxtheme.com/blog.html)
